userName,score,at,content,sentiment_label
Dwiwidyo Utomo,5,2024-03-30 01:35:19,guna mudik,positif
Kk Ad,5,2023-03-27 05:10:34,terima kasih bantu,positif
ÙØ²ÙØªÙÙ Ø¨Ù ÙØ§Ø²Ù,1,2024-03-17 07:46:42,apk gak mudik gratis ko susah fftarnya apk bodoh,negatif
Budi Santoso,2,2023-03-13 07:35:50,gak login,negatif
EDWARD KHALID,5,2023-03-16 01:29:58,terima kasih fasilitas mudik gratis,positif
Sandy Putro,5,2023-03-13 10:14:02,bagus asyik,positif
DWI SETIAJI,5,2023-03-15 06:58:00,aplikasi lancar jaya,positif
MADRIYANSYAH BIMA,5,2024-01-30 11:48:52,ngebantu bangetttt sih keren,positif
Afifah Izzati Fitriathifa,1,2023-03-13 13:22:41,aplikasiny ga ga jalan,negatif
Nhoen Azza,3,2023-03-14 13:32:29,min apl buka tiket dah habis gimana cerita,negatif
Ferry Cakung,5,2023-03-13 06:34:53,mantab mudah tute info tentsng mudik,positif
Lisa sardi,3,2024-03-13 01:34:58,buka mudik gratis nggakbisa nggak tampil jadwal armada,negatif
Ali Rokhiman,5,2023-03-15 01:56:14,layan,positif
iwant nerazzura,1,2023-03-13 19:08:10,eror mulugiliran log kuota mudik habis,negatif
ANNAS SHOLICHIN,5,2023-04-01 02:39:16,bantu informasi mudik gratis,positif
Andika Chanel,5,2023-03-13 08:19:16,daftar mudik taun yah,positif
heni Wati,3,2023-03-13 10:50:45,buka daftar masuk,negatif
cahaya fajar,2,2023-04-07 18:21:24,gak masukkode verifikasi gak,negatif
Ahmad Sodikin,3,2023-03-12 15:30:35,masuk akun google ko ga ya mohon bantu min,negatif
zainal arifin,1,2023-03-13 00:16:18,assalamualaikum wrwb maaf min wilayah riau pekanbaru,negatif
Dyan An,5,2023-04-02 03:49:55,palayanannya ramah,positif
Riyadi Syafa,2,2023-03-13 08:37:14,daftarya gak masukin imail tolak,negatif
Feren Tyas Munandar,5,2023-03-18 07:30:13,manfaat terima kasih,positif
Indah JaviJeevan,5,2023-03-11 14:24:53,aplikasi yg keren nichad info dsni,positif
Juni Susanto,1,2023-03-13 07:10:53,parah gilir buka daftar mudik gratis ga akses capruk,negatif
vita selviyana,5,2023-03-15 03:14:46,trimakasih mitra daratsukses,positif
Bobby Boy Boy,5,2024-03-06 13:43:11,bantu aplikasi mitra darat mudik lebaran kampung,positif
tri indriyani,5,2024-03-01 05:14:42,moga mudik gratis thn,positif
Gentong Service,1,2023-03-13 07:23:49,apk gk login,negatif
Rio Anggi,5,2024-03-12 17:38:48,ok sih dapet tiket ny,positif
Syahrul muharomi,5,2023-04-11 13:26:15,otp nya ko ga muncul yah,positif
Jumeno Jumeno,3,2023-03-18 04:07:48,habis tiket yg tujaun jogja solo,negatif
Nouna Esa,5,2023-03-18 10:46:48,min login gk suruh masukin nomor ya trus menunyya cuman chek laik trucking bus gimana min,positif
Luthfito Wisala,5,2023-03-15 03:09:29,terimakasih kemenhub ada mudik gratis,positif
Anuwar Siti,5,2023-03-15 05:10:05,bantu masyarakat,positif
Rohmat Setiawan,5,2023-03-13 08:21:09,ok dapet tiket butuh juang,positif
Aji Putra,5,2023-03-27 05:23:45,mantap mantul manis riah cihuuyy,positif
sigit purnomo,5,2023-03-16 02:12:03,bagus banget sngt bantu,positif
Na na,1,2023-03-13 07:27:48,login aja dah astagfirullah,negatif
Eko Sulistiyawan,5,2023-03-11 15:58:45,mudah kouta mudik,positif
rizki Akbar,5,2023-03-15 02:15:43,terima kasih mitra darat terimakasih,positif
Ary Nugroho,2,2023-03-12 18:46:12,berangkat kota bandung gak,negatif
Anam 66,5,2023-03-13 15:07:44,daftar mudik gratis keren ,positif
Siti Rojiatun,5,2023-03-15 09:24:26,terimakasih bantu rantau mudik dgn gratis,positif
Ikhwan Halim,5,2023-03-17 03:24:45,aplikasi nya bantu,positif
Ulya Lathifah,1,2023-03-13 13:41:48,nggak ngisi data,negatif
Sandy Putro,5,2023-03-13 09:48:21,cakep mantap,positif
setya rini,5,2023-03-19 04:44:51,layan bagus,positif
Arum R,5,2023-03-18 01:15:53,layan bagus,positif
Sugeng Pribadi,5,2023-03-30 06:24:29,layan bagus,positif
Fitriyani Fitriyani,5,2023-03-15 03:48:25,trimakasih mudik gratis,positif
Satria Terlarang,1,2023-03-13 10:06:59,koq eror ya aplikasi,negatif
Yayan Za'i,4,2024-03-07 01:40:27,maaf min tuju arah cirebon ko ga muncul ya,positif
Sukimin Min,1,2023-03-13 14:58:09,buka abis gimn,negatif
Suharto Nanang,5,2023-12-18 10:27:04,alh mdulillahbisa kursi,positif
Wahyu Wahyu,3,2023-03-14 12:26:19,min mudik gratis tangerang surabaya kuwota nya udah abis sedia,negatif
Tasmi Tasmi,1,2023-03-13 10:47:04,gak loging,negatif
Hendy Usmany,5,2023-03-18 07:27:23,cepat,positif
farhan firdaus Labib,5,2023-03-18 01:49:57,muas pokoknyapelayanan ramahtop bgt deh pokok,positif
Arifin Ripen,5,2023-03-15 01:20:19,bantu,positif
Rukiyah rosa,2,2023-03-13 07:17:51,blum yg mudik gilir daftar infalit,negatif
Jay Harsanto,5,2023-03-27 08:43:09,alhamdulillah daftar mudik gratis keluarga terimakasih memudahakan orang moga allah mudah,positif
Hariyanti Hariyanti,5,2023-03-15 04:29:29,terimakasih tri hubung mudik gratis yg bantu,positif
RDD Belang,1,2023-03-13 13:28:45,login solusi kah,negatif
Muhammad Naufal Nur Rizky Ramadhan,5,2023-03-13 09:40:18,terimakasih bantu,positif
Agus Trisno,4,2023-03-15 10:41:39,gak dapet tiket ya,positif
Rohid Hermansyah,5,2023-03-16 08:08:01,trimakasih layan mudik gratis,positif
Khalid Basamalah,5,2024-03-30 01:32:08,lumayan war tiket rebut hbs,positif
Andri Aw,3,2023-03-12 07:47:16,min kog menu juman doank gak,negatif
Mas Legiman,5,2023-04-24 09:18:54,bantu,positif
Arie ghombing,1,2023-03-13 07:39:36,daftar mudik gratis aja susah,negatif
raka alif,3,2023-04-08 08:46:13,gabisa dapet kode otp ya,negatif
EPNU NURCAHYA,5,2024-02-22 04:39:01,kode verifikasi kirim,positif
Dwi Riki Saputra,5,2023-03-18 03:08:12,keren percaya,positif
Keri Keri,3,2023-03-11 01:57:23,min fiturnya nggak yg daftar mudik,negatif
Teo Fantori,5,2023-03-15 02:59:14,layan baik,positif
Alya Kids Smile,5,2023-03-13 16:11:08,mudah mudah lancar mudik,positif
Mitra Tea,1,2024-03-06 15:42:18,gim nih menu aktif mudik gratis tiket dah habis aja,negatif
dhinie fauziyah,5,2023-03-13 09:42:18,bantu terimakasih,positif
Muh Hijrah,5,2024-03-13 22:18:07,aplikasi bantu,positif
Fikri Choirudin,1,2024-03-15 01:15:09,kedip mata habis aneh bru menit abis,negatif
eM Ha,1,2024-03-22 04:01:07,rute lampung-solok,negatif
Dedik Hadi Sesuci,5,2024-03-05 06:28:45,bom menu mudik gratis ,positif
Heri Sumadiyono,5,2024-01-31 11:26:49,top bantu,positif
Agus Wanto,1,2024-03-06 05:22:13,payah daftar mudik gratis susah,negatif
Veronica Susi,5,2023-12-09 03:06:07,terimakasih layan dishub,positif
Eko Setyawan,5,2024-03-07 05:48:24,mudik gratis mnit hbis smua tiket ,positif
ALISYA RAHMAYATI,5,2023-12-17 16:54:54,aplikasi bagus,positif
Malika N,4,2023-12-17 09:51:02,banyak mudik gratis orang kampung orang liburann,positif
Yayu Risma,1,2024-03-16 05:04:17,kecewa download aplikasi mitra darat,negatif
app_ Crew,5,2024-03-12 02:27:41,layan,positif
Nurachman Satyadi,5,2023-12-19 12:01:55,trmksh utk tri hubung yg ada mudik gratis nataru moga jalan,positif
Muhammad Nurwahid,3,2024-03-06 05:57:31,udh masukin nik kursi isi hdehhh parahhhh,negatif
Cipto Djati,5,2023-03-14 10:20:07,daftar mudik gratis ko udh habis ya jakarta jepara,positif
Muhammad Nurdin,4,2023-12-07 04:08:47,bagus mantap,positif
lasmini lasmini,1,2024-02-11 05:04:21,bintang lancar bintang,negatif
Lilin Rismi,5,2023-03-19 04:01:27,sangatt menbantuuu cepettttt bangettt,positif
Nurhayati Nurhayati,4,2023-04-10 01:52:45,katay batas waktuy tgl tgl ko udah tutup ya udah abis,positif
beni prasetyo,3,2023-03-13 15:33:59,ngadain mudik gratis gk neh eror teruss,negatif
Hasan Udin,1,2024-03-18 15:17:42,gagal mudik gratis kouta parah amaat,negatif
RIYAN P,5,2023-03-22 01:13:15,terimakasih mitra darat mudik gratis,positif
suwendo aveiro,1,2023-03-13 05:44:20,download buka eror eror mulu,negatif
taufik hidayat,1,2024-03-08 02:00:43,gak bagus aplikasi,negatif
Erza ramadani,3,2023-03-13 11:51:22,ga buka gmna min udah ga buka,negatif
SETI YONO,5,2024-03-05 14:32:45,moga untung tiket gratis,positif
Purbo Yuwono,1,2023-03-22 10:17:35,ga loginga ,negatif
Awaken Jave,1,2023-03-13 07:20:21,lot parahh niat bantu masyarakat ngga sihh,negatif
samsul channel,5,2024-03-04 03:54:39,mantap program mudik gratis jya,positif
apri onegelo,5,2024-03-08 03:27:49,bantu masyarakat,positif
Deni Sopfian,2,2023-03-13 10:43:12,maaf sy ksh bintang dl login aja gak bisabgmn,negatif
Yono Mr,4,2023-03-13 21:35:54,eror ehh ps langsung tiket abis,positif
Ujang Heri,2,2024-03-29 18:21:23,login bermsalah rumah mitra darat ganggu mhn baik lg,negatif
chazpo orlando,4,2023-03-14 14:10:26,tiket abis min,positif
Soni Darmawan,5,2023-03-13 09:39:14,terimakasih kemenhubsudah ada mudik bareng,positif
fauzy damhca,5,2024-03-05 03:20:16,fitur mudik,positif
Sruput Inspirasi,1,2023-03-13 13:06:37,ngapa si app perintah bapuk bgt apa,negatif
arto woco,5,2023-12-05 03:57:01,versi ya,positif
Siti Ningsih,5,2024-03-04 13:52:00,aplikasi bantu banget,positif
Sumiyati andiawan,5,2023-04-29 10:46:13,tambahin pantau smua bis akap akdp min,positif
Ibnu Hajar,5,2023-03-13 08:49:59,gak masuk ya,positif
dhimas asmara,5,2023-03-16 01:29:42,terimakasih kemenhub mudik gratis,positif
rifa fauzi,1,2024-03-08 15:36:18,gak iming iming doang,negatif
Diah Haryani,5,2023-03-15 02:23:48,terima kasih mudik grtisya dishub,positif
Yogi Sulistio,1,2023-03-17 12:04:48,aplikasi ga guna,negatif
Novita Rizky,5,2023-03-15 02:29:20,terimakasih mudik gratis,positif
Ridi Prihatin Prihatin,5,2023-12-17 13:25:22,bantu,positif
jogja variasi,5,2024-03-07 05:19:06,terimakasih mitra daratsemoga jaya sukses,positif
suprapto pato,5,2023-03-16 05:18:43,bagus bantu,positif
siti nurul Laili,5,2024-03-30 01:34:03,terima kasih moga lolos verifikasi aamiin,positif
Hanz Develop,1,2023-03-14 14:25:43,tiket habis,negatif
PecintaRoleplay-,1,2023-03-17 02:48:23,kota jember banyuwangi daftar mitradarat payahhh,negatif
Puad Hasan,5,2023-03-13 08:18:23,eror tanggepan dri jam nungguin,positif
aji putro,4,2023-03-13 13:59:04,rute bengkulu ok,positif
KAIRUL ANAM,5,2023-03-28 06:51:14,mantap moga lancar,positif
Muhamad Ramdani,5,2023-03-15 04:50:03,aplikasi bagus,positif
11. Ismunawan Satrio,5,2023-03-30 08:37:07,bagus layan baik,positif
Arifin Ucok,5,2024-03-13 05:18:27,bagus bantu,positif
iswahyudi yudi,5,2024-03-05 02:46:13,bantu mudik gratis,positif
LAYAR TANCEP,1,2024-03-05 02:48:59,nop ahh jadwal mudik nya ora,negatif
Ilham Adiyatna,3,2024-01-08 09:55:42,teman bus tracking bus biskita bogor ya,negatif
Ahmad Suanto,5,2024-03-30 03:18:30,terimakasih bantu,positif
Fajri HDC20,5,2024-03-06 05:51:13,rekomendasi,positif
Dwi A,1,2023-04-06 12:32:43,ganti nomor wa kirim kode otp gimana,negatif
Al-Fatih HerbalistNasa,5,2024-03-05 01:32:10,bantu terimakasih,positif
Ariyadi 09,1,2024-03-05 08:52:33,ga fitur mudik gratis,negatif
f_ vlog,5,2023-03-18 04:05:25,terima kasih kemenhub udah nyekenggarain mudik gratiss,positif
Kamto 123,5,2023-03-15 05:51:47,aplikasi susah,positif
Nurohmat Wibawa Putra,5,2023-04-01 00:33:02,admin tolong dunk adain arus gratis palembang jakarta jawa pleaseeemasa jawa jakarta aja,positif
Denny Den Gagas,5,2024-03-30 01:27:34,mitradarat kawan transportasi,positif
Syaiful Anwar,5,2024-03-05 07:38:49,bantu masyarakat nya mudik grastis,positif
Sihol Sihotang,1,2024-03-08 02:49:16,rute kota pekanbaru kota medan,negatif
Srinastiti Sri,1,2023-03-13 11:47:02,buka ko ga tiket gratis habis,negatif
Widya Khasanah,5,2024-03-11 00:49:12,mudah dapet mudik gratis,positif
Muhammad Jalil,5,2024-03-06 05:18:24,mantap jiwa pesona,positif
Arie Sasela,5,2024-03-11 23:56:50,info gera unit akurat ,positif
Yusak Budianto,3,2024-03-06 07:00:30,mudik gratis dah habis,negatif
Indra Indra Masyuraa,5,2024-03-06 05:49:47,mantab aplikasi nya,positif
Muhammad Irfandi,1,2024-03-06 14:25:14,daftar,negatif
Kirana Nursyifa,2,2024-03-31 06:36:58,masuk,negatif
Khalid Karim,5,2024-03-30 01:27:06,alhamdulillah,positif
Dewi Soelistyowati,1,2023-03-13 08:22:57,tgl maret sistem gimana sen blm solusi min,negatif
Riki Arisman,5,2024-03-07 00:40:20,moga tiket mudik gratis,positif
rianyanto corex,4,2024-03-03 17:56:02,simpel mudah,positif
Ricko Rian Refansa,5,2024-03-07 01:03:08,terimakasih mitra darat,positif
Dafa Fahrezi,5,2024-02-29 03:45:38,tunggu min mudik gratis lebaran,positif
Pak rip Suripno,5,2023-03-12 21:23:12,mohon bimbing kendala,positif
KARISMA Ayam Geprek,5,2024-02-25 08:32:39,bismillahirrahmanirrahim moga manfaat bantu,positif
Yudi Yanti,1,2023-03-13 14:32:34,login gimanaya,negatif
Fuji Triyana,1,2023-04-20 04:22:45,lapor malam pas turun terminal jepara hilang tas ransel warna hitam isi baju lebaran keluarga barang lai tumpang bis mudik gratis kampung rambutan udah lapor hilang respon mohon tindak lanjut yg bawa temu tolong hubung ,negatif
Andi Sulardiyanto,1,2024-03-30 01:06:47,ganggu,negatif
Leonel Silitonga,5,2024-05-05 07:41:17,manfaat,positif
Chaerul Umam,5,2023-03-10 08:59:15,moga mudik lancar,positif
Muhamad Aziz,5,2024-03-17 05:43:33,tiket gratis oke mah,positif
Addie Alfatihi99,5,2024-02-19 02:45:55,mudik gratis lebaran buka,positif
Kaimo Slamet,1,2024-03-15 18:05:52,program mudik isi calo,negatif
Rio Alexander Siahaan,1,2024-04-15 10:31:59,ngirim adu ga respon,negatif
Nabil Firmansyah,5,2024-03-08 23:29:07,bissmillah dapet tiket gratis,positif
Miana Mia,2,2023-04-19 02:49:21,harap lintas sumatra adakan,negatif
Viki Mayanfa'uki,5,2023-03-12 00:03:49,min knp menu mudik gratis,positif
Pujiono Pujiono,1,2023-03-13 09:03:58,kasih bintang apl blm bs,negatif
markum driver,5,2023-03-27 05:33:58,bantu mksh,positif
Sukardi,3,2024-03-31 08:24:26,susah masuk,negatif
Rovi Eka,5,2024-03-10 01:50:49,maaf kamau tan ad brp bis arus dr banyumas depok jatijajarmohon info ka,positif
Safiih piay,5,2024-03-04 05:58:22,aplikasi yg bantu,positif
Khomsiyah Juni,5,2023-03-13 05:08:08,download aplikasi karna daftar mudik gratis moga dpt kuota amiin,positif
Jaya Giri,5,2023-12-19 14:38:29,batu ,positif
Andika SAputra,5,2024-03-10 03:17:08,goblock aplikasi bnyakan calo udah retas orang dishub udah main danvuk,positif
ALVI,5,2023-12-07 02:16:23,aplikasi keren,positif
Ernawati Caem85,5,2024-03-06 14:58:58,moga bantu orang rantau,positif
Mia Mie,5,2023-03-13 16:20:17,min tgl acara mudiknyakiranya tgl msh ngga,positif
Ø¹ÙØ¨ÙØ¯Ù Ø§ÙÙØºÙÙÙÙÙØ±,5,2023-03-13 07:28:03,mudah pakai,positif
Eko Nugroho,1,2024-03-12 08:09:03,aplikasi tipu tipu buang buang kuotatahu sendiripemerintah,negatif
Aisah Akew,5,2024-03-05 00:42:34,biasaa aplikasi bantu,positif
Dwi Cakri,5,2023-12-06 02:08:35,terimakasih mitra darat dishub,positif
GoMeeZ_78,5,2023-03-18 05:45:08,bantu mudik gratisss,positif
Fadilah Nuraziz,4,2023-03-13 10:10:59,bantu,positif
muhammad al fatih (ucup),5,2023-03-18 02:25:34,aplikasi bantu,positif
Rahul Najmi,1,2024-09-01 23:33:43,rena kmu lambat,negatif
Rahmat Saputro,1,2023-03-15 13:45:35,tiket habis,negatif
Susi Masruroh,5,2023-03-30 02:25:02,terimakasih bantu,positif
Fuji Yans,5,2024-03-08 07:48:58,terima kasih kemenhub ditjen hubdat,positif
Evan Fiardi,5,2024-02-11 13:11:56,fungsi,positif
Mya Putritama,5,2024-03-16 01:25:56,layan,positif
Eko Putranto,5,2023-04-08 00:00:24,membantumantap,positif
Ikhwan Zeby,1,2024-03-07 01:08:13,mudik gratis br buka udah habis piye iki,negatif
Akasiyem,5,2023-03-14 15:49:51,download,positif
Makmur Eri,3,2024-05-02 14:49:42,susah dptin tiket,negatif
Imam Rizki,3,2023-03-13 10:53:29,min eror ya buka tgl maret,negatif
Rohani Roni,5,2023-03-18 04:49:16,terimakasih layan mudik gratis,positif
Kori Selfi,5,2023-03-13 07:21:16,berartimantap,positif
Machroes Aly,5,2023-03-13 08:38:13,siip mantap terima kasih,positif
Sigit Lorena,2,2023-12-16 03:17:58,muas,negatif
j3j3n jeni (mOa),1,2024-03-14 01:33:45,parahhhselalu jaring,negatif
Yusron Ali,5,2024-03-09 04:25:45,thank kasih sempat ,positif
Esti Sri Lestari,5,2024-03-01 13:59:59,perintah bantu masyarakat mudik lebaran idhul fitri,positif
15 _MUHAMMAD FAHRI DIKA YUDA,5,2024-03-09 04:06:19,tiket mudik gratis pulang jakarta- semarang,positif
Irma Saputri,5,2023-03-15 01:59:35,bagus mudik,positif
Medisa Defitasari,5,2024-03-16 06:05:35,masyaallah ikut mudik gratis,positif
Akmad Rasyid Z,5,2023-12-16 12:32:38,mantap aplikasi,positif
Ilham ramdani Ramdani,5,2023-03-13 12:07:50,cocok,positif
agus setiyawan,5,2024-03-30 01:26:36,bagus bantu,positif
Azkiya Ramadhani,5,2023-03-16 07:53:49,mantaaap tiket mudiknyatrimakasih sukses slalu,positif
Donna Mutia,4,2024-03-06 11:07:16,bantu,positif
Diah Purnamasari,1,2023-03-15 14:10:00,didownload udh habid,negatif
Nur Hakim,5,2024-03-08 01:24:06,manfaat,positif
mochamad rian arianto,5,2024-01-13 05:59:03,mantap semogah sukses bts teman bus,positif
A.Hydar,5,2023-04-13 22:49:49,moga berkah selamat tuju,positif
Fitri Udayanti,5,2023-03-27 05:17:19,moga selamat tujuanaamiiin,positif
sahabat warung sembako,1,2023-03-20 15:32:16,lum login,negatif
Edigun95@gmail.com Gunawan,5,2024-03-09 09:03:52,bantu,positif
Hadi Bagus,5,2023-03-12 20:25:23,otp nya kak,positif
Sularto Ato,5,2024-03-07 04:01:31,coba mudik gratis dgn kemhub,positif
m maridi,5,2023-04-15 02:49:11,muas,positif
dagangcrypto baejeh,5,2023-03-13 12:25:15,bantu,positif
tuti nurhay,5,2024-04-02 01:37:10,muas,positif
Mey Arissetiawan,5,2023-03-16 01:36:05,guna,positif
Daffa Sloew,1,2024-03-18 05:57:48,susah masuk nya aplikasi parah,negatif
Hendry Darmawan Arianto,5,2023-03-15 02:58:30,terimakasih kemenhub mudik gratis,positif
Rizky MS16,1,2023-03-13 09:40:35,aplikasi tolol server,negatif
miswanto aja,1,2023-03-14 14:20:59,yee dapet kursigiliran ngisi nik kelar tiket habiiis haha,negatif
Moyaanti Denizer,5,2024-04-05 18:48:18,bantu,positif
parwoko,5,2023-03-13 07:56:08,bantu,positif
Kardi Kardisanjaya,3,2024-03-30 01:54:02,inputnya susah boskuhhj,negatif
vivi titania,5,2024-03-10 04:07:25,bantu,positif
Noufal Fajar,3,2024-03-20 23:07:33,tolong baik lah,negatif
Hesti Dwi astuti,5,2024-03-11 01:07:55,bantu masyarakat,positif
sartono sartono,2,2023-03-12 17:24:23,ga login,negatif
wildan amir,5,2023-12-09 06:31:06,bantu,positif
Bos Muda,4,2023-03-28 07:27:48,min mudik jurus surabaya bogor gak,positif
MaunG,1,2023-03-16 18:19:54,liat tiket mudik gratis mlh eror,negatif
Royen Ginting (Real News),5,2024-02-21 01:49:02,pakai instal moga nyata spt impi yg,positif
Ahmad Hi Dayat,5,2023-03-13 07:25:12,muas aplikasi,positif
Kang Kuri,5,2024-03-07 01:04:07,bantu bagus,positif
harno family,5,2024-03-04 17:32:32,bantu,positif
Nurdin Atar,5,2023-03-12 17:27:27,bantu,positif
Ali Mas'ud,5,2024-03-07 04:42:46,kerenpokok nya mantap,positif
Irfan Maulana,5,2024-03-10 01:33:17,manfaat orang,positif
ruli agung nugroho,5,2023-03-13 16:12:14,tiket jakarta pulogebang tuju kebumen habis min,positif
Fitri Yani,5,2023-03-31 03:19:18,aplikasi yg bantu,positif
oneK jr,5,2024-03-16 21:45:22,inti,positif
Septian Febi,1,2023-03-13 11:36:49,ngecek koq gk ya ka,negatif
Mohammad Abdul Rohim,5,2023-03-13 09:49:14,bagus cuman kadang failed,positif
Dewi Ekawati,5,2023-12-10 05:49:52,layan mantapramah,positif
mimin Afilah,5,2023-03-14 08:01:14,bermanfaaat,positif
Mirayanti Mansyur,5,2023-12-08 05:46:07,alhamdulillah bantu,positif
Muhamad mahdi ibrahim,5,2024-03-12 09:22:44,mudik gratis mantap,positif
Kinan Kinanti,1,2023-03-15 03:17:19,cepet bener kuota dh habis sja,negatif
Muhammad Adya,5,2023-03-19 01:31:27,mantap dpt mudik gratis,positif
Tri Wanto,1,2023-03-20 00:58:05,ga bantu,negatif
Daryanti Handye,4,2024-03-03 09:53:36,bru coba mknya kasih bintang,positif
Catur Desta Firmansyah,5,2023-03-15 07:27:21,terimakasihh mitra darat,positif
Pengguna Google,5,2023-03-16 07:24:55,bagus aplikasi nya,positif
dilon dilon,5,2023-03-15 02:19:34,josmakasih mudik gratis,positif
Yuga Prasetya,5,2024-03-30 01:06:57,mantapppppppp dapet madiun jkt,positif
NAURA AZIZA,4,2023-03-13 09:45:54,knpa aplikasi mitra darat susah akses,positif
Jeny Mulyati,5,2023-03-16 07:34:32,gampang akses,positif
wahyu wahana,5,2023-03-15 03:51:46,moga manfaat,positif
Daffa aria,5,2024-03-10 02:56:24,moga lancar,positif
Kisna Dani,1,2024-03-07 09:44:35,habis tiket tanggal seginu,negatif
ARYA HARRY,1,2024-07-31 09:31:12,supir gk suka,negatif
mario sanjaya,1,2024-03-15 03:31:06,gk perna bagi tiket mudik maless,negatif
Khaira Lubna wafiqa Wadiqa,3,2023-03-13 15:31:31,ssh masuk menu mudik gratis,negatif
Ahmad Bagyo,5,2023-12-16 12:21:00,bantu,positif
Ahmad Sehrudin,4,2023-03-13 07:08:46,bermanfat,positif
eko arifiyanto,2,2023-03-23 02:59:38,susah akses,negatif
Ayesha Haura Sakhi,5,2024-04-15 15:45:15,puas trhdap layan mitra darat,positif
ARIF Darmawan,5,2023-03-15 01:53:02,alhamdullilah mudik gratis,positif
diyan yuliana h.m,5,2024-03-11 01:04:49,kerenn aplikasi,positif
Jalan Mlipir,1,2023-03-15 21:51:14,udah abis,negatif
Pak Nur,5,2024-02-27 05:38:17,bantu,positif
Tugiyatmi Sumini,5,2023-12-08 01:59:04,bantu,positif
Mulyadi 11,5,2023-12-10 06:09:01,bantu,positif
Hendra Kharisma,2,2023-03-15 05:05:18,gada pasu kode otp,negatif
Dwi Siswanto,4,2023-03-12 05:54:09,mudik gratis bos,positif
dunia terang12,1,2024-03-28 22:38:26,mudik gratis bohong doang,negatif
Mulyadi,5,2024-03-08 01:18:20,alhamdulillah dapet tiket,positif
Pae Kembar12,5,2023-03-15 01:42:54,terimakasih mitradarat,positif
danang candra,5,2023-03-16 06:55:22,bantu,positif
Safira Febriyanti,5,2023-03-17 03:38:41,bantu,positif
Muhamad Rizki,5,2024-03-05 05:42:28,bantu,positif
fajry project oficial,5,2024-03-11 04:03:43,bantu,positif
Imam Modot,2,2024-03-14 02:31:10,sulit akses,negatif
Rudi Hartono,5,2023-03-13 08:08:17,bantu,positif
Sutarman,5,2023-03-27 05:30:57,bantu,positif
Darsito Subekti,4,2023-03-13 09:15:30,bantu,positif
Mudah Mahfudoh,5,2024-03-09 01:10:55,bantu,positif
Yana Suryana,5,2024-03-11 01:03:18,bantu,positif
Jemyy Jemyy,5,2024-03-16 04:30:16,bantu,positif
Khusni Mubarok,5,2023-12-15 06:30:58,layan nyaman,positif
Reza Erwansyah,1,2023-03-14 04:06:47,aplikasi gak mutu,negatif
Indah Oktiana,5,2024-03-30 01:09:39,bantu,positif
didi maulana,5,2024-03-30 01:12:04,bantu,positif
Oman Omen,5,2024-03-30 01:03:27,bantu,positif
Hansa Hasbullah,5,2024-03-30 08:13:08,bantu ,positif
koirul wijaya,5,2023-03-15 03:13:15,trimakasih sukses,positif
Soewardi Ardi,5,2023-03-13 18:23:35,bantu,positif
Ninik Ernawati,5,2023-03-13 08:14:30,alhamdulillah dpt mudik gratis,positif
Jamaludin Abdul Wachid,5,2023-03-15 03:42:45,alhamdulillah dpt tiket mudik gratis,positif
Erwin Suryoprayogo,3,2023-03-12 16:26:40,ga login min,negatif
Fevri Permata,5,2023-03-15 03:17:44,terimakasih mitra darat,positif
teguh rianto,1,2023-03-22 19:41:23,tiket gratis,negatif
Bralink Arif,5,2024-03-14 16:13:57,bantu,positif
Tri utami,1,2024-03-09 01:22:56,bantu,negatif
Yono Kono,1,2023-03-14 17:16:45,habis duluan jam,negatif
Grabku Semarang,1,2023-03-13 23:44:19,hebatbaru buka habis,negatif
Nurleli Dharma,5,2023-03-16 07:02:11,membantuuu,positif
eko Sila,5,2023-12-18 01:02:14,bantu ,positif
Apip Ginanjar,5,2023-03-13 08:36:01,dah habis bos tuju wonogiri,positif
Didik Mawardi,1,2023-03-14 05:37:24,mudik arah surakarta mazih,negatif
JYKA Bandeng Organik Khatulistiwa,5,2023-03-14 03:54:05,min dowlond udh hbis tiket mudik gratis nya,positif
Haifa Auliatul Pynkan,5,2023-03-15 04:06:34,terimakasih mitra darat,positif
SABAR TEGUH R,5,2023-03-15 06:29:21,terimakasih bangat,positif
cepi safara,2,2023-03-13 10:41:08,knapa eror deh,negatif
Putra Sobo,5,2023-12-08 00:12:57,bantu,positif
Muhammad Dwi Laksono,5,2024-03-05 23:31:53,bismillah moga dapet mudik gratis,positif
Firdaus Sahlevi,4,2024-02-02 04:01:48,lumayan akurat,positif
Eka Surya atmaja,2,2024-03-16 08:56:54,ga respon,negatif
Kang Must,1,2024-03-24 05:17:29,aplikasi gk,negatif
Acita Pare,5,2023-03-15 02:24:54,terima kasih tri hubung,positif
Gofur Donk,5,2023-03-16 02:02:48,mantul terima kasih kemenhub,positif
Bustakul Khoiri,5,2024-03-09 01:20:45,bantu,positif
Suparman Suparman,1,2023-03-14 02:38:43,eror gilir buka habis,negatif
Ning Prihatun,5,2023-03-16 02:48:55,kali tp bs mudik gratis,positif
Sahrul Firmansyah,5,2023-03-13 10:19:33,manfaat banget,positif
Joko Santoso,5,2023-12-08 02:41:04,terima kasih dishub,positif
Mimin Tea,5,2023-04-04 07:09:22,moga bagi,positif
Tugi Yanti,5,2024-03-07 21:15:14,syarat mudik gratis pemkot aja,positif
eka wahyu margiyati,5,2023-03-13 09:10:06,mantap lanjut layan masyarakat,positif
Harry Satrio,4,2024-02-26 05:36:01,daftar mudik gratis buka,positif
