userName,score,at,content
Nurachman Satyadi,5,2023-12-19 12:01:55,trmksh utk tri hubung yg ada mudik gratis nataru moga jalan
Muhammad Nurwahid,3,2024-03-06 05:57:31,udh masukin nik kursi isi hdehhh parahhhh
Cipto Djati,5,2023-03-14 10:20:07,daftar mudik gratis ko udh habis ya jakarta jepara
Muhammad Nurdin,4,2023-12-07 04:08:47,bagus mantap
lasmini lasmini,1,2024-02-11 05:04:21,bintang lancar bintang
Lilin Rismi,5,2023-03-19 04:01:27,sangatt menbantuuu cepettttt bangettt
Nurhayati Nurhayati,4,2023-04-10 01:52:45,katay batas waktuy tgl tgl ko udah tutup ya udah abis
beni prasetyo,3,2023-03-13 15:33:59,ngadain mudik gratis gk neh eror teruss
Hasan Udin,1,2024-03-18 15:17:42,gagal mudik gratis kouta parah amaat
RIYAN P,5,2023-03-22 01:13:15,terimakasih mitra darat mudik gratis
suwendo aveiro,1,2023-03-13 05:44:20,download buka eror eror mulu
taufik hidayat,1,2024-03-08 02:00:43,gak bagus aplikasi
Erza ramadani,3,2023-03-13 11:51:22,ga buka gmna min udah ga buka
SETI YONO,5,2024-03-05 14:32:45,moga untung tiket gratis
Purbo Yuwono,1,2023-03-22 10:17:35,ga loginga 
Awaken Jave,1,2023-03-13 07:20:21,lot parahh niat bantu masyarakat ngga sihh
samsul channel,5,2024-03-04 03:54:39,mantap program mudik gratis jya
apri onegelo,5,2024-03-08 03:27:49,bantu masyarakat
Deni Sopfian,2,2023-03-13 10:43:12,maaf sy ksh bintang dl login aja gak bisabgmn
Yono Mr,4,2023-03-13 21:35:54,eror ehh ps langsung tiket abis
Ujang Heri,2,2024-03-29 18:21:23,login bermsalah rumah mitra darat ganggu mhn baik lg
chazpo orlando,4,2023-03-14 14:10:26,tiket abis min
Soni Darmawan,5,2023-03-13 09:39:14,terimakasih kemenhubsudah ada mudik bareng
fauzy damhca,5,2024-03-05 03:20:16,fitur mudik
Sruput Inspirasi,1,2023-03-13 13:06:37,ngapa si app perintah bapuk bgt apa
arto woco,5,2023-12-05 03:57:01,versi ya
Siti Ningsih,5,2024-03-04 13:52:00,aplikasi bantu banget
Sumiyati andiawan,5,2023-04-29 10:46:13,tambahin pantau smua bis akap akdp min
Ibnu Hajar,5,2023-03-13 08:49:59,gak masuk ya
dhimas asmara,5,2023-03-16 01:29:42,terimakasih kemenhub mudik gratis
rifa fauzi,1,2024-03-08 15:36:18,gak iming iming doang
Diah Haryani,5,2023-03-15 02:23:48,terima kasih mudik grtisya dishub
Yogi Sulistio,1,2023-03-17 12:04:48,aplikasi ga guna
Novita Rizky,5,2023-03-15 02:29:20,terimakasih mudik gratis
Ridi Prihatin Prihatin,5,2023-12-17 13:25:22,bantu
jogja variasi,5,2024-03-07 05:19:06,terimakasih mitra daratsemoga jaya sukses
suprapto pato,5,2023-03-16 05:18:43,bagus bantu
siti nurul Laili,5,2024-03-30 01:34:03,terima kasih moga lolos verifikasi aamiin
Hanz Develop,1,2023-03-14 14:25:43,tiket habis
PecintaRoleplay-,1,2023-03-17 02:48:23,kota jember banyuwangi daftar mitradarat payahhh
Puad Hasan,5,2023-03-13 08:18:23,eror tanggepan dri jam nungguin
aji putro,4,2023-03-13 13:59:04,rute bengkulu ok
KAIRUL ANAM,5,2023-03-28 06:51:14,mantap moga lancar
Muhamad Ramdani,5,2023-03-15 04:50:03,aplikasi bagus
11. Ismunawan Satrio,5,2023-03-30 08:37:07,bagus layan baik
Arifin Ucok,5,2024-03-13 05:18:27,bagus bantu
iswahyudi yudi,5,2024-03-05 02:46:13,bantu mudik gratis
LAYAR TANCEP,1,2024-03-05 02:48:59,nop ahh jadwal mudik nya ora
Ilham Adiyatna,3,2024-01-08 09:55:42,teman bus tracking bus biskita bogor ya
Ahmad Suanto,5,2024-03-30 03:18:30,terimakasih bantu
Fajri HDC20,5,2024-03-06 05:51:13,rekomendasi
Dwi A,1,2023-04-06 12:32:43,ganti nomor wa kirim kode otp gimana
Al-Fatih HerbalistNasa,5,2024-03-05 01:32:10,bantu terimakasih
Ariyadi 09,1,2024-03-05 08:52:33,ga fitur mudik gratis
f_ vlog,5,2023-03-18 04:05:25,terima kasih kemenhub udah nyekenggarain mudik gratiss
Kamto 123,5,2023-03-15 05:51:47,aplikasi susah
Nurohmat Wibawa Putra,5,2023-04-01 00:33:02,admin tolong dunk adain arus gratis palembang jakarta jawa pleaseeemasa jawa jakarta aja
Denny Den Gagas,5,2024-03-30 01:27:34,mitradarat kawan transportasi
Syaiful Anwar,5,2024-03-05 07:38:49,bantu masyarakat nya mudik grastis
Sihol Sihotang,1,2024-03-08 02:49:16,rute kota pekanbaru kota medan
Srinastiti Sri,1,2023-03-13 11:47:02,buka ko ga tiket gratis habis
Widya Khasanah,5,2024-03-11 00:49:12,mudah dapet mudik gratis
Muhammad Jalil,5,2024-03-06 05:18:24,mantap jiwa pesona
Arie Sasela,5,2024-03-11 23:56:50,info gera unit akurat 
Yusak Budianto,3,2024-03-06 07:00:30,mudik gratis dah habis
Indra Indra Masyuraa,5,2024-03-06 05:49:47,mantab aplikasi nya
Muhammad Irfandi,1,2024-03-06 14:25:14,daftar
Kirana Nursyifa,2,2024-03-31 06:36:58,masuk
Khalid Karim,5,2024-03-30 01:27:06,alhamdulillah
Dewi Soelistyowati,1,2023-03-13 08:22:57,tgl maret sistem gimana sen blm solusi min
Riki Arisman,5,2024-03-07 00:40:20,moga tiket mudik gratis
rianyanto corex,4,2024-03-03 17:56:02,simpel mudah
Ricko Rian Refansa,5,2024-03-07 01:03:08,terimakasih mitra darat
Dafa Fahrezi,5,2024-02-29 03:45:38,tunggu min mudik gratis lebaran
Pak rip Suripno,5,2023-03-12 21:23:12,mohon bimbing kendala
KARISMA Ayam Geprek,5,2024-02-25 08:32:39,bismillahirrahmanirrahim moga manfaat bantu
Yudi Yanti,1,2023-03-13 14:32:34,login gimanaya
Fuji Triyana,1,2023-04-20 04:22:45,lapor malam pas turun terminal jepara hilang tas ransel warna hitam isi baju lebaran keluarga barang lai tumpang bis mudik gratis kampung rambutan udah lapor hilang respon mohon tindak lanjut yg bawa temu tolong hubung 
Andi Sulardiyanto,1,2024-03-30 01:06:47,ganggu
Leonel Silitonga,5,2024-05-05 07:41:17,manfaat
Chaerul Umam,5,2023-03-10 08:59:15,moga mudik lancar
Muhamad Aziz,5,2024-03-17 05:43:33,tiket gratis oke mah
Addie Alfatihi99,5,2024-02-19 02:45:55,mudik gratis lebaran buka
Kaimo Slamet,1,2024-03-15 18:05:52,program mudik isi calo
Rio Alexander Siahaan,1,2024-04-15 10:31:59,ngirim adu ga respon
Nabil Firmansyah,5,2024-03-08 23:29:07,bissmillah dapet tiket gratis
Miana Mia,2,2023-04-19 02:49:21,harap lintas sumatra adakan
Viki Mayanfa'uki,5,2023-03-12 00:03:49,min knp menu mudik gratis
Pujiono Pujiono,1,2023-03-13 09:03:58,kasih bintang apl blm bs
markum driver,5,2023-03-27 05:33:58,bantu mksh
Sukardi,3,2024-03-31 08:24:26,susah masuk
Rovi Eka,5,2024-03-10 01:50:49,maaf kamau tan ad brp bis arus dr banyumas depok jatijajarmohon info ka
Safiih piay,5,2024-03-04 05:58:22,aplikasi yg bantu
Khomsiyah Juni,5,2023-03-13 05:08:08,download aplikasi karna daftar mudik gratis moga dpt kuota amiin
Jaya Giri,5,2023-12-19 14:38:29,batu 
Andika SAputra,5,2024-03-10 03:17:08,goblock aplikasi bnyakan calo udah retas orang dishub udah main danvuk
ALVI,5,2023-12-07 02:16:23,aplikasi keren
Ernawati Caem85,5,2024-03-06 14:58:58,moga bantu orang rantau
Mia Mie,5,2023-03-13 16:20:17,min tgl acara mudiknyakiranya tgl msh ngga
Ø¹ÙØ¨ÙØ¯Ù Ø§ÙÙØºÙÙÙÙÙØ±,5,2023-03-13 07:28:03,mudah pakai
Eko Nugroho,1,2024-03-12 08:09:03,aplikasi tipu tipu buang buang kuotatahu sendiripemerintah
Aisah Akew,5,2024-03-05 00:42:34,biasaa aplikasi bantu
Dwi Cakri,5,2023-12-06 02:08:35,terimakasih mitra darat dishub
GoMeeZ_78,5,2023-03-18 05:45:08,bantu mudik gratisss
Fadilah Nuraziz,4,2023-03-13 10:10:59,bantu
muhammad al fatih (ucup),5,2023-03-18 02:25:34,aplikasi bantu
Rahul Najmi,1,2024-09-01 23:33:43,rena kmu lambat
Rahmat Saputro,1,2023-03-15 13:45:35,tiket habis
Susi Masruroh,5,2023-03-30 02:25:02,terimakasih bantu
Fuji Yans,5,2024-03-08 07:48:58,terima kasih kemenhub ditjen hubdat
Evan Fiardi,5,2024-02-11 13:11:56,fungsi
Mya Putritama,5,2024-03-16 01:25:56,layan
Eko Putranto,5,2023-04-08 00:00:24,membantumantap
Ikhwan Zeby,1,2024-03-07 01:08:13,mudik gratis br buka udah habis piye iki
Akasiyem,5,2023-03-14 15:49:51,download
Makmur Eri,3,2024-05-02 14:49:42,susah dptin tiket
Imam Rizki,3,2023-03-13 10:53:29,min eror ya buka tgl maret
Rohani Roni,5,2023-03-18 04:49:16,terimakasih layan mudik gratis
Kori Selfi,5,2023-03-13 07:21:16,berartimantap
Machroes Aly,5,2023-03-13 08:38:13,siip mantap terima kasih
Sigit Lorena,2,2023-12-16 03:17:58,muas
j3j3n jeni (mOa),1,2024-03-14 01:33:45,parahhhselalu jaring
Yusron Ali,5,2024-03-09 04:25:45,thank kasih sempat 
Esti Sri Lestari,5,2024-03-01 13:59:59,perintah bantu masyarakat mudik lebaran idhul fitri
15 _MUHAMMAD FAHRI DIKA YUDA,5,2024-03-09 04:06:19,tiket mudik gratis pulang jakarta- semarang
Irma Saputri,5,2023-03-15 01:59:35,bagus mudik
Medisa Defitasari,5,2024-03-16 06:05:35,masyaallah ikut mudik gratis
Akmad Rasyid Z,5,2023-12-16 12:32:38,mantap aplikasi
Ilham ramdani Ramdani,5,2023-03-13 12:07:50,cocok
agus setiyawan,5,2024-03-30 01:26:36,bagus bantu
Azkiya Ramadhani,5,2023-03-16 07:53:49,mantaaap tiket mudiknyatrimakasih sukses slalu
Donna Mutia,4,2024-03-06 11:07:16,bantu
Diah Purnamasari,1,2023-03-15 14:10:00,didownload udh habid
Nur Hakim,5,2024-03-08 01:24:06,manfaat
mochamad rian arianto,5,2024-01-13 05:59:03,mantap semogah sukses bts teman bus
A.Hydar,5,2023-04-13 22:49:49,moga berkah selamat tuju
Fitri Udayanti,5,2023-03-27 05:17:19,moga selamat tujuanaamiiin
sahabat warung sembako,1,2023-03-20 15:32:16,lum login
Edigun95@gmail.com Gunawan,5,2024-03-09 09:03:52,bantu
Hadi Bagus,5,2023-03-12 20:25:23,otp nya kak
Sularto Ato,5,2024-03-07 04:01:31,coba mudik gratis dgn kemhub
m maridi,5,2023-04-15 02:49:11,muas
dagangcrypto baejeh,5,2023-03-13 12:25:15,bantu
tuti nurhay,5,2024-04-02 01:37:10,muas
Mey Arissetiawan,5,2023-03-16 01:36:05,guna
Daffa Sloew,1,2024-03-18 05:57:48,susah masuk nya aplikasi parah
Hendry Darmawan Arianto,5,2023-03-15 02:58:30,terimakasih kemenhub mudik gratis
Rizky MS16,1,2023-03-13 09:40:35,aplikasi tolol server
miswanto aja,1,2023-03-14 14:20:59,yee dapet kursigiliran ngisi nik kelar tiket habiiis haha
Moyaanti Denizer,5,2024-04-05 18:48:18,bantu
parwoko,5,2023-03-13 07:56:08,bantu
Kardi Kardisanjaya,3,2024-03-30 01:54:02,inputnya susah boskuhhj
vivi titania,5,2024-03-10 04:07:25,bantu
Noufal Fajar,3,2024-03-20 23:07:33,tolong baik lah
Hesti Dwi astuti,5,2024-03-11 01:07:55,bantu masyarakat
sartono sartono,2,2023-03-12 17:24:23,ga login
wildan amir,5,2023-12-09 06:31:06,bantu
Bos Muda,4,2023-03-28 07:27:48,min mudik jurus surabaya bogor gak
MaunG,1,2023-03-16 18:19:54,liat tiket mudik gratis mlh eror
Royen Ginting (Real News),5,2024-02-21 01:49:02,pakai instal moga nyata spt impi yg
Ahmad Hi Dayat,5,2023-03-13 07:25:12,muas aplikasi
Kang Kuri,5,2024-03-07 01:04:07,bantu bagus
harno family,5,2024-03-04 17:32:32,bantu
Nurdin Atar,5,2023-03-12 17:27:27,bantu
Ali Mas'ud,5,2024-03-07 04:42:46,kerenpokok nya mantap
Irfan Maulana,5,2024-03-10 01:33:17,manfaat orang
ruli agung nugroho,5,2023-03-13 16:12:14,tiket jakarta pulogebang tuju kebumen habis min
Fitri Yani,5,2023-03-31 03:19:18,aplikasi yg bantu
oneK jr,5,2024-03-16 21:45:22,inti
Septian Febi,1,2023-03-13 11:36:49,ngecek koq gk ya ka
Mohammad Abdul Rohim,5,2023-03-13 09:49:14,bagus cuman kadang failed
Dewi Ekawati,5,2023-12-10 05:49:52,layan mantapramah
mimin Afilah,5,2023-03-14 08:01:14,bermanfaaat
Mirayanti Mansyur,5,2023-12-08 05:46:07,alhamdulillah bantu
Muhamad mahdi ibrahim,5,2024-03-12 09:22:44,mudik gratis mantap
Kinan Kinanti,1,2023-03-15 03:17:19,cepet bener kuota dh habis sja
Muhammad Adya,5,2023-03-19 01:31:27,mantap dpt mudik gratis
Tri Wanto,1,2023-03-20 00:58:05,ga bantu
Daryanti Handye,4,2024-03-03 09:53:36,bru coba mknya kasih bintang
Catur Desta Firmansyah,5,2023-03-15 07:27:21,terimakasihh mitra darat
Pengguna Google,5,2023-03-16 07:24:55,bagus aplikasi nya
dilon dilon,5,2023-03-15 02:19:34,josmakasih mudik gratis
Yuga Prasetya,5,2024-03-30 01:06:57,mantapppppppp dapet madiun jkt
NAURA AZIZA,4,2023-03-13 09:45:54,knpa aplikasi mitra darat susah akses
Jeny Mulyati,5,2023-03-16 07:34:32,gampang akses
wahyu wahana,5,2023-03-15 03:51:46,moga manfaat
Daffa aria,5,2024-03-10 02:56:24,moga lancar
Kisna Dani,1,2024-03-07 09:44:35,habis tiket tanggal seginu
ARYA HARRY,1,2024-07-31 09:31:12,supir gk suka
mario sanjaya,1,2024-03-15 03:31:06,gk perna bagi tiket mudik maless
Khaira Lubna wafiqa Wadiqa,3,2023-03-13 15:31:31,ssh masuk menu mudik gratis
Ahmad Bagyo,5,2023-12-16 12:21:00,bantu
Ahmad Sehrudin,4,2023-03-13 07:08:46,bermanfat
eko arifiyanto,2,2023-03-23 02:59:38,susah akses
Ayesha Haura Sakhi,5,2024-04-15 15:45:15,puas trhdap layan mitra darat
ARIF Darmawan,5,2023-03-15 01:53:02,alhamdullilah mudik gratis
diyan yuliana h.m,5,2024-03-11 01:04:49,kerenn aplikasi
Jalan Mlipir,1,2023-03-15 21:51:14,udah abis
Pak Nur,5,2024-02-27 05:38:17,bantu
Tugiyatmi Sumini,5,2023-12-08 01:59:04,bantu
Mulyadi 11,5,2023-12-10 06:09:01,bantu
Hendra Kharisma,2,2023-03-15 05:05:18,gada pasu kode otp
Dwi Siswanto,4,2023-03-12 05:54:09,mudik gratis bos
dunia terang12,1,2024-03-28 22:38:26,mudik gratis bohong doang
Mulyadi,5,2024-03-08 01:18:20,alhamdulillah dapet tiket
Pae Kembar12,5,2023-03-15 01:42:54,terimakasih mitradarat
danang candra,5,2023-03-16 06:55:22,bantu
Safira Febriyanti,5,2023-03-17 03:38:41,bantu
Muhamad Rizki,5,2024-03-05 05:42:28,bantu
fajry project oficial,5,2024-03-11 04:03:43,bantu
Imam Modot,2,2024-03-14 02:31:10,sulit akses
Rudi Hartono,5,2023-03-13 08:08:17,bantu
Sutarman,5,2023-03-27 05:30:57,bantu
Darsito Subekti,4,2023-03-13 09:15:30,bantu
Mudah Mahfudoh,5,2024-03-09 01:10:55,bantu
Yana Suryana,5,2024-03-11 01:03:18,bantu
Jemyy Jemyy,5,2024-03-16 04:30:16,bantu
Khusni Mubarok,5,2023-12-15 06:30:58,layan nyaman
Reza Erwansyah,1,2023-03-14 04:06:47,aplikasi gak mutu
Indah Oktiana,5,2024-03-30 01:09:39,bantu
didi maulana,5,2024-03-30 01:12:04,bantu
Oman Omen,5,2024-03-30 01:03:27,bantu
Hansa Hasbullah,5,2024-03-30 08:13:08,bantu 
koirul wijaya,5,2023-03-15 03:13:15,trimakasih sukses
Soewardi Ardi,5,2023-03-13 18:23:35,bantu
Ninik Ernawati,5,2023-03-13 08:14:30,alhamdulillah dpt mudik gratis
Jamaludin Abdul Wachid,5,2023-03-15 03:42:45,alhamdulillah dpt tiket mudik gratis
Erwin Suryoprayogo,3,2023-03-12 16:26:40,ga login min
Fevri Permata,5,2023-03-15 03:17:44,terimakasih mitra darat
teguh rianto,1,2023-03-22 19:41:23,tiket gratis
Bralink Arif,5,2024-03-14 16:13:57,bantu
Tri utami,1,2024-03-09 01:22:56,bantu
Yono Kono,1,2023-03-14 17:16:45,habis duluan jam
Grabku Semarang,1,2023-03-13 23:44:19,hebatbaru buka habis
Nurleli Dharma,5,2023-03-16 07:02:11,membantuuu
eko Sila,5,2023-12-18 01:02:14,bantu 
Apip Ginanjar,5,2023-03-13 08:36:01,dah habis bos tuju wonogiri
Didik Mawardi,1,2023-03-14 05:37:24,mudik arah surakarta mazih
JYKA Bandeng Organik Khatulistiwa,5,2023-03-14 03:54:05,min dowlond udh hbis tiket mudik gratis nya
Haifa Auliatul Pynkan,5,2023-03-15 04:06:34,terimakasih mitra darat
SABAR TEGUH R,5,2023-03-15 06:29:21,terimakasih bangat
cepi safara,2,2023-03-13 10:41:08,knapa eror deh
Putra Sobo,5,2023-12-08 00:12:57,bantu
Muhammad Dwi Laksono,5,2024-03-05 23:31:53,bismillah moga dapet mudik gratis
Firdaus Sahlevi,4,2024-02-02 04:01:48,lumayan akurat
Eka Surya atmaja,2,2024-03-16 08:56:54,ga respon
Kang Must,1,2024-03-24 05:17:29,aplikasi gk
Acita Pare,5,2023-03-15 02:24:54,terima kasih tri hubung
Gofur Donk,5,2023-03-16 02:02:48,mantul terima kasih kemenhub
Bustakul Khoiri,5,2024-03-09 01:20:45,bantu
Suparman Suparman,1,2023-03-14 02:38:43,eror gilir buka habis
Ning Prihatun,5,2023-03-16 02:48:55,kali tp bs mudik gratis
Sahrul Firmansyah,5,2023-03-13 10:19:33,manfaat banget
Joko Santoso,5,2023-12-08 02:41:04,terima kasih dishub
Mimin Tea,5,2023-04-04 07:09:22,moga bagi
Tugi Yanti,5,2024-03-07 21:15:14,syarat mudik gratis pemkot aja
eka wahyu margiyati,5,2023-03-13 09:10:06,mantap lanjut layan masyarakat
Harry Satrio,4,2024-02-26 05:36:01,daftar mudik gratis buka
Gendon Pamungkas,3,2023-03-13 07:40:58,min ga login
Atrea Gendis,1,2023-03-11 04:02:25,login mutertrs
Akhmad Abdhillah Sulaiman,3,2024-03-13 01:08:59,min kouta habis 
Hany hanoey2525,5,2023-03-16 14:41:57,terimaskih mitra darat dapet tiket mudik
JEFRI FIDYAN,5,2023-03-16 02:33:00,terimakasih darat
Sani Sanjoyo,1,2023-03-18 03:50:14,apl
Nurman,1,2023-03-13 12:10:27,server eror trus
hafidz gaming,5,2024-03-31 04:07:47,oksangat bantu mudik
Elisabeth Solikah,5,2024-03-08 11:26:24,gimana buru tiket gratis
Rini Dwihandayani,5,2024-03-30 01:05:36,mitra darat keren
PRiE Priyatno,5,2024-03-17 02:20:45,pembrangkatan jakarta barat gak
Arik Setiawan,1,2023-03-13 16:13:09,eror teruss
Riduan Andesta,5,2023-03-13 16:37:46,aplikasi yg bantu        
Ari Widodo,5,2023-03-17 01:18:21,makasih tri kemenhub mudik gratis
Lia N,5,2023-12-06 01:28:00,mohon wilayah cepubojonegoro ada
Lucky Fermansah,3,2024-03-06 05:24:38,ganggu min
Riyatno Yatno,1,2023-04-12 13:35:25,ga ad yg dre bogor bandung tuju kebumen
Maryadi Aza,4,2023-03-14 08:33:13,mudik kapal min
Sasikarani Tantri Prasasti,5,2023-03-15 05:00:27,bagus layan nya
Nasywa Asyifa,5,2023-03-15 06:12:26,layan mantapp
AHMAD TV,5,2024-03-30 01:14:18,sngat bantu
Ridy Irawan,2,2024-03-02 02:41:59,ulas bantu
Nanik Sumarni,3,2023-03-13 08:03:20,gk login
kusno wijayanto,5,2023-03-12 13:29:11,mantap moga aamiin yra
Isti Zawawi,5,2023-03-13 10:13:03,terima kasih dishub
Jaka sambung77,2,2023-03-16 06:56:55,buka mudik gratis ora direspon
Darsono Simbah,5,2024-04-02 01:26:15,trima kasih mitra darat
Umi Salamah,5,2023-12-16 03:45:04,mudik gratis oke
Abnan Muzawik,5,2023-03-13 08:24:12,jaring
Indana Arin,5,2023-04-03 04:42:06,mudik
Kholis W,5,2023-03-08 13:46:45,mantap tenan
Wahyu Muhamad,5,2023-03-15 04:42:12,aman
ARBI Widhi K,5,2023-03-15 05:35:05,mantab moga berkah
MAI Frizal,1,2023-03-13 08:32:54,aplikasi ga jls
Antok Mariyono,5,2023-12-17 14:52:46,batu
Muzainah Zainah,4,2023-03-13 08:15:53,batu
Ali Maskuri,5,2023-03-13 07:35:38,mantaapsangat batu
Sudiyono Sastro,5,2024-03-05 00:02:47,bantu banget
Nunsurya Surya,5,2023-03-13 07:42:05,moga lancar
Sandi Urfidoni,5,2023-03-27 06:04:33,terima kasih
Nurahmat Kbm,5,2023-03-13 07:31:33,akuny gak buka
Santun Pantun,5,2023-03-13 06:48:41,bantu
Arif Darmawan,5,2024-03-30 01:45:00,kesan
Eko Arif,5,2023-04-07 08:22:31,moga sukses
Sugix Apander,5,2023-03-12 14:00:23,bismillah mudik gretong
Arif Prasetya,5,2023-03-17 01:29:44,banyak kuota
Nayla kasih Cahaya,5,2024-02-21 01:24:14,isi survey bargaimana
akbar bhizer,5,2023-04-02 11:50:32,bismillah mudik tanggal 
Akhmad Waluyo,1,2024-03-06 05:24:47,ngaada faedah tidakberguna
Witono Gojek,4,2023-03-13 10:44:43,masuk susah
Dani Arianto,3,2023-12-06 23:06:04,tiket habis muluk
Siti Amsoh,5,2023-03-12 19:22:41,buru mudik grstis
asman radjab suhudia,5,2023-04-01 16:43:07,salam mitra darat
Nur Rohman,5,2024-03-06 05:54:19,mantap moga berkah
Isla Hiyati,5,2024-03-14 19:17:14,bagi
Asep Awaludin,1,2024-04-06 09:35:16,kaga mudik gratis nya
Achmad Nur Salim,5,2023-03-15 03:28:20,mudik mantap kemenhub
Al Gibran,1,2024-03-10 01:45:39,banyak eror
Karyadi Ady,5,2024-03-06 09:41:48,mitra darat rakyat
Sri Purwati,5,2024-03-08 01:13:58,
Laurensius Rony H,3,2023-03-13 08:28:14,nga login
Muji Jat,5,2023-04-03 09:29:08,kouta habis trs
Agung Galih,5,2024-03-06 04:44:18,moga bantu
Virgo Girly,5,2023-03-13 07:29:47,aga ribet masuk
Latifah Apriliani,5,2023-03-16 02:16:59,
Idaayu 1972,5,2023-04-05 02:48:15,trmksh mitra darat
Hany Fatikasari,5,2024-03-30 01:06:16,
Ahmad Nurohim,1,2023-03-13 14:28:11,ribet susah masuk
RAJA STB,1,2023-03-15 23:33:04,yahh
MUH HASIM,5,2023-03-16 02:37:19,moga sukses
Erik Dicky,1,2023-03-25 03:03:58,bagus
FAKHRI RIZAL AZHAR,2,2024-09-17 11:47:52,delay live bus
Aspian Noor,4,2024-09-20 08:23:21,oke
Antonius Calvin Marcelino Sianturi,5,2024-09-26 08:04:31,bagus
Muhammad Mansur,5,2024-09-16 08:26:16,bantu
Lutfi Endrian,5,2024-10-04 13:05:46,good
Rony Wijaya,5,2024-09-27 06:04:05,good
Sigit Pramana,5,2024-09-26 03:55:09,mitra darat
Burhan Maulana Malik Ibrahim,5,2024-09-21 23:05:47,bagus
rita chan,5,2024-10-03 01:05:29,keren banget
Tiara Sandi Z S,5,2024-08-27 08:12:10,love
indah lestari,4,2024-09-17 09:43:30,lumayan
35 Zahra Amelia Putri,5,2024-09-09 09:16:08,muas
Rizky âIqbalâ,1,2024-09-01 15:34:57,eror
Kokoh Rino Soerianto,5,2024-09-14 21:23:23,bagus
Muhamad Alrizki,5,2024-08-31 04:45:32,ol
andre putra .b,5,2024-08-23 00:47:28,bagus
Yuriya Nugroho,5,2024-08-22 05:48:15,keren
RommyFranky,5,2024-08-17 03:58:26,good app
Whesly Pane,5,2024-08-16 08:03:54,ok
ZAILANI ST,4,2024-08-19 07:24:45,akurat
Siti Rahayu,4,2024-08-08 10:02:51,daftar khusus
Renita Dinaroh,5,2024-07-21 02:22:31,aplikasi bantu
Mia Aurellia,1,2024-08-02 05:40:27,akurat
Rini Wahyuni,5,2024-08-06 10:46:27,sippp
Yusintha Handityo,5,2024-08-17 01:53:24,ok
Mas Adi,5,2024-07-23 04:20:05,ok
snilams PutriSayna,5,2024-08-08 01:43:23,keren
Haruko aja123,5,2024-07-20 04:06:08,goood
Bayu bams,5,2024-08-11 02:31:08,best
Rahmi Yulita,5,2024-08-01 13:55:13,
Amelia Ratnasari,5,2024-07-07 10:36:54,mantap keren
Fathia Ziya,5,2024-08-08 08:04:20,bagusss
edi ariadi,4,2024-07-01 08:43:30,good
40C ErvianSMG,1,2024-07-01 18:31:52,bug
boy hendy yanto,5,2024-06-25 09:12:45,good apps
Cv.alfadillah Ban,5,2024-06-11 07:20:16,bagus
Adi Athus,5,2024-05-25 22:06:26,
Maruf Doli,5,2024-05-22 14:11:14,real time trackingnya mantap
I Nyoman Angga Sempana,5,2024-05-04 13:07:13,mantap
Rit Harwanto,5,2024-05-06 04:05:43,akurat
Purwoko,5,2024-03-08 09:46:49,aplikasi iki wes neng hp ku suwe daftar mudik gratisdurung olehmugo wae iki ono tambah quota
Sarkun sholihun,1,2024-03-15 02:14:34,loding susah
Hery Prasetya,1,2024-03-10 00:23:06,aplikasi gembel
achmad muchlis rusdiyanto,4,2024-03-30 02:03:05,cepatkomplit
Erfan Rifaldi,5,2024-03-08 09:40:43,good fast
NGEP NGEP,5,2024-03-06 05:47:42,apk bantu
Ras Simin,4,2024-03-12 01:26:33,lumyang ngelek
wahyu gigikita,4,2024-03-15 02:41:23,calo
Muhammad Fadnin,4,2024-03-29 22:05:57,ist debestt
Azki Nurul Fajri,5,2024-03-13 01:48:17,mantapp
Damar maulana Hafidh,3,2024-03-07 01:05:59,baik
Eva Yanti,5,2024-04-06 03:12:23,simplemembantu
Zainal Abidin,1,2024-03-17 05:57:50,gak jellassz
eko purnomo,1,2024-03-06 05:11:27,aplikasi eror
Mt Wahyudi,1,2024-03-29 14:56:50,apiikasinya ngeblank
Batra Lisius,1,2024-03-21 08:31:58,kendala
Hadhy Suwarno,1,2024-03-13 15:00:00,susah login
Pengguna Google,1,2024-03-17 09:54:23,gak
Rahmat Aditiawan,2,2024-03-08 01:24:21,bagus
Panji Sukma,2,2024-03-14 07:56:16,gak
Pak Ikhsan,5,2024-03-07 13:24:02,blom daftae
diffadiffo aljabar difa,5,2024-03-31 03:24:33,  
SURYO ARKAN,1,2024-03-06 05:08:28,raguna
nanang Igirianto,1,2024-03-18 02:55:10,lelet
Kukuh Boy,1,2024-03-10 03:33:50,good
randiansyah yudhistira,1,2024-03-20 10:47:23,payah
Angga Eko Ardianto,2,2024-03-08 01:07:09,buruk
saeful mukti,5,2024-03-11 01:03:04,keren
Neneng Sulikah,5,2024-03-06 05:46:46,ok
Aisahtur Rachmah,5,2024-03-30 01:26:24,nice
Mas Ed,5,2024-03-09 01:11:51,alhamdulillah
mas yulianto,5,2024-03-30 01:23:55,ok
Ontel Grab,5,2024-03-10 02:43:02,mantap
Wr.idsari Wiraraja,5,2024-03-08 06:45:24,best
paramita kartika,5,2024-03-30 01:46:09,keren
Afit Yunanto,5,2024-03-10 01:27:34,terimakasih
Desy Aryani,5,2024-04-02 01:20:40,mantap
Lis Setyaningsih,5,2024-03-07 01:05:36,kereeennn
Calon Nyutuberss,5,2024-03-13 05:20:58,bagus
